number_of_electrodes,thickness_skin,thickness_fat,thickness_bone,thickness_muscle,cond_muscle,cond_bone,cond_fat,cond_skin,perm_muscle,perm_bone,perm_fat,perm_skin
16,0.0029063769752779925,0.024319111173500066,0.011606058366311482,0.03371828284882075,0.516,0.02,0.0435,0.01375,1867.994,150.0,47.9,1080.083
