re,im
8.08166782462834e-6,-9.835361880965003e-7
4.868686288407283e-6,-8.550996791491759e-7
3.543317933444711e-6,-6.692008776051483e-7
2.9459543971540464e-6,-5.764052838650238e-7
2.6794905551609516e-6,-5.330171404663905e-7
2.6036714193340867e-6,-5.207136356737228e-7
2.6792830895368443e-6,-5.328495268836549e-7
2.9476653120405916e-6,-5.771158669255153e-7
3.5434264453594426e-6,-6.693088778519148e-7
4.871047796234243e-6,-8.559306903124873e-7
8.082465093584706e-6,-9.867193564380445e-7
3.171307756394859e-5,1.5270608694678382e-5
3.1751234299977425e-5,1.526118630989907e-5
8.071241394166711e-6,-9.793899170000737e-7
4.86761913127986e-6,-8.547056648245364e-7
3.542089414475865e-6,-6.690709258973335e-7
2.9442520449126687e-6,-5.756992287446212e-7
2.6790349449204443e-6,-5.329276189132426e-7
2.6018712972169632e-6,-5.199893802979982e-7
2.6803151613886533e-6,-5.335025242240998e-7
2.9443150916441327e-6,-5.756734631468495e-7
3.542595598446472e-6,-6.689659721268327e-7
4.869576394463419e-6,-8.549403883301426e-7
8.07993095060266e-6,-9.80295405273628e-7
3.172628141371041e-5,1.526088065977797e-5
3.1713669111663265e-5,1.527806658502143e-5
8.083079384558914e-6,-9.84699461948962e-7
4.871327545135154e-6,-8.559562664984047e-7
3.5437776979511254e-6,-6.693693987860991e-7
2.9468651105298525e-6,-5.767224050348425e-7
2.6798618982309605e-6,-5.331629082888992e-7
2.6053472946810027e-6,-5.215272321998105e-7
2.6796520520655596e-6,-5.331668854102658e-7
2.9463105924343487e-6,-5.765483542150788e-7
3.5442172887931514e-6,-6.69745895346156e-7
4.868768043651134e-6,-8.552129098684646e-7
8.079248139154218e-6,-9.855438053603394e-7
3.167609950158949e-5,1.529345213293308e-5
3.1727982382177616e-5,1.5269904458761405e-5
8.0785653882151e-6,-9.834037887357112e-7
4.867712967744067e-6,-8.540904188677079e-7
3.5426925463941886e-6,-6.690832325495586e-7
2.9442933359062964e-6,-5.756307698077511e-7
2.680260782508565e-6,-5.334369349214475e-7
2.60176462710867e-6,-5.200140400312379e-7
2.678816975780528e-6,-5.328198301550718e-7
2.945210286912957e-6,-5.760237960683763e-7
3.5421538113230948e-6,-6.689715990051363e-7
4.871040932597631e-6,-8.557693866732049e-7
8.081667824620317e-6,-9.835361880991024e-7
3.175123429997092e-5,1.5261186309899937e-5
3.168222688214621e-5,1.528181000296034e-5
8.083309903169408e-6,-9.858368449303795e-7
4.8730325653448085e-6,-8.57049059777449e-7
3.5445470360424055e-6,-6.699821739164329e-7
2.9484217345411828e-6,-5.775370641696986e-7
2.6797608072852332e-6,-5.333636476252939e-7
2.603852748725476e-6,-5.210334512752417e-7
2.680434335178847e-6,-5.336060009740549e-7
2.9458341779318824e-6,-5.766606780831674e-7
3.5443902126697582e-6,-6.700004019325346e-7
4.868686288400127e-6,-8.550996791446223e-7
8.071241394160423e-6,-9.793899169953033e-7
3.171366911165112e-5,1.5278066585030538e-5
3.168362147828855e-5,1.5291257388326974e-5
8.077762563032465e-6,-9.85874130303736e-7
4.869036220900855e-6,-8.549168842503837e-7
3.545044226863905e-6,-6.697471890383059e-7
2.944665218148094e-6,-5.756915972302771e-7
2.6793326684121377e-6,-5.329096975684958e-7
2.603282182152538e-6,-5.20457630814701e-7
2.6793196493597217e-6,-5.330443534981317e-7
2.9461914712435727e-6,-5.763380337760627e-7
3.5433179334399406e-6,-6.692008776051483e-7
4.8676191312783425e-6,-8.547056648247533e-7
8.083079384553493e-6,-9.846994619465768e-7
3.17279823821748e-5,1.526990445876661e-5
3.167547177518521e-5,1.5301860461653218e-5
8.075009729339912e-6,-9.835863837390647e-7
4.872944944934315e-6,-8.562733890052614e-7
3.542982953332269e-6,-6.691266331117825e-7
2.9460466151394644e-6,-5.764268787729603e-7
2.6802997138287554e-6,-5.333680411100019e-7
2.6034786445978085e-6,-5.208764309102155e-7
2.6802984125343966e-6,-5.334418626396203e-7
2.9459543971549138e-6,-5.764052838676259e-7
3.5420894144804187e-6,-6.690709259012367e-7
4.871327545136889e-6,-8.559562664981878e-7
8.078565388220955e-6,-9.834037887344101e-7
3.168222688215141e-5,1.5281810002957304e-5
3.168597665797546e-5,1.5292403778433732e-5
8.083368355032766e-6,-9.868288035829679e-7
4.869391887306037e-6,-8.55174543893571e-7
3.5434761875487598e-6,-6.69501543280231e-7
2.946178424737206e-6,-5.763835191749302e-7
2.679626595678778e-6,-5.332725553375012e-7
2.603390979107707e-6,-5.206167343013799e-7
2.6794905551566148e-6,-5.330171404679084e-7
2.9442520449131024e-6,-5.756992287472232e-7
3.5437776979465718e-6,-6.693693987847981e-7
4.867712967746886e-6,-8.540904188666237e-7
8.083309903172443e-6,-9.858368449347163e-7
3.168362147828573e-5,1.5291257388329142e-5
3.1667520320646575e-5,1.5289915876988977e-5
8.083316857726997e-6,-9.830004246355606e-7
4.8698656557254975e-6,-8.551072206547904e-7
3.544099261950295e-6,-6.694600529621054e-7
2.9460840456543153e-6,-5.765338111616853e-7
2.680114814613676e-6,-5.332614738079271e-7
2.6036714193288825e-6,-5.207136356763249e-7
2.6790349449174085e-6,-5.329276189136763e-7
2.9468651105242147e-6,-5.767224050335414e-7
3.542692546394839e-6,-6.690832325480407e-7
4.873032565345242e-6,-8.570490597802679e-7
8.077762563029863e-6,-9.858741303017844e-7
3.167547177517524e-5,1.5301860461656037e-5
3.1758336756134266e-5,1.5240281206174797e-5
8.08218596360928e-6,-9.823319744883298e-7
4.869695741104279e-6,-8.5469011392998e-7
3.54285797295119e-6,-6.691337829981513e-7
2.945142078054257e-6,-5.758294423599021e-7
2.6792830895340253e-6,-5.328495268858233e-7
2.601871297219999e-6,-5.199893803021181e-7
2.679861898230527e-6,-5.331629082910676e-7
2.944293335912368e-6,-5.75630769809269e-7
3.5445470360463086e-6,-6.699821739235886e-7
4.869036220902807e-6,-8.549168842501668e-7
8.075009729336443e-6,-9.835863837362457e-7
3.168597665797199e-5,1.5292403778435033e-5
