re,im
6.058181326584798e-6,1.873649516702467e-7
3.897910505436773e-6,-5.337463245323835e-7
3.2019793504776527e-6,-5.785864618814383e-7
2.922223640463824e-6,-5.635347125488438e-7
2.8453922340096124e-6,-5.57251204169433e-7
2.922014071122343e-6,-5.635031747768839e-7
3.201765029648123e-6,-5.785514265719324e-7
3.89730464310273e-6,-5.333205225952712e-7
6.0592108391281565e-6,1.8704397338376207e-7
1.867029941073138e-5,5.46559022215334e-6
0.00013640029250570917,1.9117474206658885e-5
0.00013640417932896717,1.9115290573864336e-5
1.8669119691053964e-5,5.466922443709502e-6
6.057555277413961e-6,1.875965902045553e-7
3.897406479354401e-6,-5.33464893869972e-7
3.2015992387124555e-6,-5.783388696267971e-7
2.9224015148454976e-6,-5.636528082305151e-7
2.8446513231738906e-6,-5.569047236730126e-7
2.922190279330307e-6,-5.635944093538518e-7
3.201439455586272e-6,-5.78306096388247e-7
3.8980428041812155e-6,-5.336454323254681e-7
6.059079680467401e-6,1.8708227729827276e-7
1.8667021254487742e-5,5.467423057161453e-6
0.00013640396718779773,1.911642742831259e-5
0.00013640212426777629,1.9114584031716198e-5
1.8666849097984063e-5,5.467170676101392e-6
6.058868281832259e-6,1.8696007464597854e-7
3.898398972175185e-6,-5.337240204768626e-7
3.2024379803513147e-6,-5.787548195195988e-7
2.922378234196171e-6,-5.636280948516023e-7
2.845502359217827e-6,-5.572997186515782e-7
2.922476157469177e-6,-5.636518962165611e-7
3.202553958780649e-6,-5.787829722352176e-7
3.89844926843106e-6,-5.33822302250641e-7
6.058553786308452e-6,1.8699382115655583e-7
1.8666562448204846e-5,5.4674280431045354e-6
0.00013639652950037063,1.912267681729719e-5
0.0001363958457383577,1.9119475538832437e-5
1.866876231128604e-5,5.466163118135296e-6
6.060182863004259e-6,1.8678248467048422e-7
3.8981893459187275e-6,-5.336737940969498e-7
3.201778840695481e-6,-5.784368066633159e-7
2.9226097201522257e-6,-5.63742466815325e-7
2.8451350921894058e-6,-5.570812581399617e-7
2.9227955763884428e-6,-5.637859359257976e-7
3.20232561517122e-6,-5.786466918428646e-7
3.898193403822263e-6,-5.338197230303834e-7
6.058336506295243e-6,1.8710713385280443e-7
1.866678724814371e-5,5.467119702709218e-6
0.00013640417932897736,1.91152905738613e-5
0.00013639640076435833,1.9119135785897017e-5
1.867107094616848e-5,5.4647836400442944e-6
6.058854299053999e-6,1.8717423359479977e-7
3.897686766080955e-6,-5.33406702001981e-7
3.2020159040054355e-6,-5.785370725355267e-7
2.922152239219749e-6,-5.634792290267702e-7
2.845239459194895e-6,-5.571149042902807e-7
2.9224013309006244e-6,-5.635536256176545e-7
3.2020552499160797e-6,-5.785442731055281e-7
3.897655163701821e-6,-5.334983452778483e-7
6.0581813265941226e-6,1.8736495166525938e-7
1.8669119691061336e-5,5.466922443712104e-6
0.00013640212426778366,1.9114584031719234e-5
0.00013639307358270726,1.9119043200699045e-5
1.8667846725237006e-5,5.4663117428699944e-6
6.060190453977248e-6,1.867242921242164e-7
3.898814885082381e-6,-5.339145544059915e-7
3.2023457813426873e-6,-5.786637915213087e-7
2.922996277571763e-6,-5.638667198010466e-7
2.8456641850474734e-6,-5.572614708718518e-7
2.9230418338440593e-6,-5.638637156927997e-7
3.2023836052234335e-6,-5.787075033907192e-7
3.8979105054419774e-6,-5.337463245354192e-7
6.057555277418731e-6,1.8759659020694056e-7
1.8666849097981894e-5,5.467170676105295e-6
0.0001363958457383642,1.9119475538833088e-5
0.0001363941205430408,1.9120752059577665e-5
1.8671807972789854e-5,5.464729108757907e-6
6.0592572754766295e-6,1.8713573199814065e-7
3.897571371113502e-6,-5.335417821170432e-7
3.2020060343113978e-6,-5.786178423408672e-7
2.9224813293674597e-6,-5.636410258470694e-7
2.845486709300484e-6,-5.572224158296654e-7
2.922609159928917e-6,-5.636860699472467e-7
3.2019793504728822e-6,-5.785864618894614e-7
3.897406479346811e-6,-5.334648938714898e-7
6.058868281822068e-6,1.8696007464511118e-7
1.8668762311285607e-5,5.4661631181294416e-6
0.00013639640076435334,1.9119135785890945e-5
0.0001363990832959417,1.9115338265983037e-5
1.8668522735684496e-5,5.467130901509786e-6
6.0571099829551025e-6,1.8770615607698916e-7
3.897117734328031e-6,-5.333893792270391e-7
3.2015242005399482e-6,-5.783480435379938e-7
2.9223657287528754e-6,-5.635809242729613e-7
2.8451064764171106e-6,-5.570313594972353e-7
2.9222236404688115e-6,-5.635347125477596e-7
3.201599238715925e-6,-5.783388696192077e-7
3.898398972173884e-6,-5.337240204679721e-7
6.060182863015101e-6,1.8678248467135158e-7
1.867107094616848e-5,5.464783640048414e-6
0.00013639307358271767,1.9119043200701213e-5
0.00013639196788206727,1.912048516208441e-5
1.866534686552324e-5,5.467330632623162e-6
6.058070899622953e-6,1.8715672085657838e-7
3.897770599497943e-6,-5.336673780033819e-7
3.202371459066957e-6,-5.787672844323813e-7
2.9228064276161283e-6,-5.63813873733247e-7
2.8453922339998546e-6,-5.572512041796245e-7
2.9224015148363904e-6,-5.63652808234635e-7
3.2024379803367864e-6,-5.78754819521984e-7
3.89818934591309e-6,-5.336737941036718e-7
6.058854299039254e-6,1.8717423358786088e-7
1.8667846725223345e-5,5.466311742865441e-6
0.00013639412054304405,1.912075205957658e-5
0.0001364060225983615,1.911694900775694e-5
1.8668350013770034e-5,5.467247482155964e-6
6.057687563957876e-6,1.877262370822072e-7
3.897454584737576e-6,-5.334693098158795e-7
3.2016939182086864e-6,-5.784474871586495e-7
2.9220140711229935e-6,-5.635031747794859e-7
2.844651323173457e-6,-5.56904723671061e-7
2.922378234189232e-6,-5.636280948474823e-7
3.2017788406989503e-6,-5.784368066646169e-7
3.8976867660744496e-6,-5.334067020021978e-7
6.060190453974212e-6,1.8672429212399956e-7
1.867180797279636e-5,5.464729108762894e-6
0.00013639908329594256,1.9115338265978483e-5
0.00013639951225049305,1.911768270475441e-5
1.8669241235654737e-5,5.466650321993716e-6
6.05871966109805e-6,1.8733146759123895e-7
3.897775373738191e-6,-5.336231273917434e-7
3.2017650296474725e-6,-5.785514265754018e-7
2.922190279327488e-6,-5.635944093503823e-7
2.845502359211322e-6,-5.572997186470245e-7
2.9226097201548278e-6,-5.637424668159755e-7
3.2020159039982798e-6,-5.785370725344425e-7
3.898814885075659e-6,-5.339145544046905e-7
6.059257275483135e-6,1.8713573200247746e-7
1.8668522735680593e-5,5.467130901504582e-6
0.00013639196788207963,1.912048516208918e-5
0.00013640634746445255,1.9110374342261966e-5
1.8672044721332716e-5,5.4656094282828655e-6
6.058663941878881e-6,1.8749234186933063e-7
3.897304643111837e-6,-5.333205225998248e-7
3.2014394555942953e-6,-5.783060963860786e-7
2.9224761574711284e-6,-5.636518962143927e-7
2.8451350922004646e-6,-5.570812581421301e-7
2.9221522392227847e-6,-5.634792290285049e-7
3.202345781345506e-6,-5.78663791520875e-7
3.897571371128681e-6,-5.335417821131401e-7
6.057109982961391e-6,1.87706156071785e-7
1.866534686554254e-5,5.467330632627065e-6
0.00013640602259837667,1.9116949007758673e-5
