re,im
1.427248789905933e-5,1.0405219164435521e-7
9.775519038317726e-5,6.289028310967754e-6
9.77473875303685e-5,6.292036237628431e-6
1.4271943313384598e-5,1.0368035239008942e-7
5.624255360629424e-6,-7.651958295085441e-7
3.732944231883868e-6,-6.830233078243325e-7
3.022764802443692e-6,-5.879907856307575e-7
2.722149739126621e-6,-5.397884338776771e-7
2.637601444871983e-6,-5.257415215909013e-7
2.721937292385866e-6,-5.397291986561316e-7
3.022589181377825e-6,-5.879791898840423e-7
3.731629368695921e-6,-6.827058878520814e-7
5.623044965628182e-6,-7.646603977156741e-7
1.4275565427258191e-5,1.0272710639449602e-7
9.775319043354123e-5,6.289907603851917e-6
9.775837355565763e-5,6.2893000716876925e-6
1.4269077792090391e-5,1.0460821664969033e-7
5.623583631817527e-6,-7.649541853255821e-7
3.731510241241926e-6,-6.826197699406683e-7
3.022126135667543e-6,-5.878092237709184e-7
2.7222981393800784e-6,-5.398248954292285e-7
2.636975044072263e-6,-5.25521809633181e-7
2.7222851502607497e-6,-5.398219232587587e-7
3.022625057913942e-6,-5.879475089717e-7
3.7315305322265305e-6,-6.825749956565616e-7
5.624882965500708e-6,-7.652291156788052e-7
1.4272627488856084e-5,1.0360656032626717e-7
9.775708581621044e-5,6.288075013506818e-6
9.774911930591221e-5,6.293533521994151e-6
1.4270996241189191e-5,1.0406495199431504e-7
5.62208464397005e-6,-7.645442381934604e-7
3.7311406703272564e-6,-6.825942207460724e-7
3.022336479590812e-6,-5.87911591013097e-7
2.721844846900138e-6,-5.397077371603566e-7
2.6372618526747382e-6,-5.256471715082501e-7
2.722415777282536e-6,-5.398672729384994e-7
3.0221416008439916e-6,-5.878047494720573e-7
3.732393005704583e-6,-6.828493638255878e-7
5.6242447342073724e-6,-7.649474098631211e-7
1.4277845806993494e-5,1.0234841318326662e-7
9.774738753027222e-5,6.292036237664426e-6
9.776015584033034e-5,6.288595093101985e-6
1.4270884493258404e-5,1.0460826847824047e-7
5.622291164273513e-6,-7.645953969762911e-7
3.731305794609993e-6,-6.82586182710449e-7
3.0219767968983277e-6,-5.877613687364216e-7
2.721960090680802e-6,-5.397377642025157e-7
2.6373782844256975e-6,-5.256474160023452e-7
2.7216958685717663e-6,-5.396406223919696e-7
3.0223526271411227e-6,-5.878753223649644e-7
3.7315463761820183e-6,-6.825861925694246e-7
5.624025679033633e-6,-7.649057725563459e-7
1.4271943313367685e-5,1.0368035241925446e-7
9.775837355559909e-5,6.2893000717284585e-6
9.775841185369902e-5,6.2894016964620434e-6
1.427164383760839e-5,1.0382429190523585e-7
5.623114555786905e-6,-7.648885604821321e-7
3.7320451016704427e-6,-6.827854821751843e-7
3.0225952097917043e-6,-5.87960387996478e-7
2.7227582456812276e-6,-5.3994832538136e-7
2.637163027045201e-6,-5.25583336972394e-7
2.722263943631849e-6,-5.398244829359468e-7
3.0223803788691217e-6,-5.878734649822272e-7
3.7319461800148536e-6,-6.827195723911519e-7
5.6242553605995e-6,-7.651958295016052e-7
1.4269077792061335e-5,1.0460821665727975e-7
9.774911930582461e-5,6.293533522009221e-6
9.775257888806942e-5,6.293204300696791e-6
1.4266318908722105e-5,1.0541852373425076e-7
5.623014416280842e-6,-7.648471331144109e-7
3.7314050581752425e-6,-6.826463522209905e-7
3.023008301317534e-6,-5.880737691881747e-7
2.7221677932069872e-6,-5.397819622846673e-7
2.6373905670598087e-6,-5.256706343319479e-7
2.722292934314533e-6,-5.398180770243384e-7
3.022663257722276e-6,-5.879512489092046e-7
3.7329442318695567e-6,-6.830233078160925e-7
5.623583631809287e-6,-7.649541853178843e-7
1.4270996241164905e-5,1.0406495199778449e-7
9.776015584023233e-5,6.288595093114019e-6
9.775406116536859e-5,6.292056966001767e-6
1.4273831004666532e-5,1.0346460577279493e-7
5.62197390905966e-6,-7.644479759961369e-7
3.7319262977631926e-6,-6.827848051310431e-7
3.0220904533155048e-6,-5.878119198970098e-7
2.7219370694457103e-6,-5.397475163365119e-7
2.6370434458933625e-6,-5.255671359986717e-7
2.721901895635665e-6,-5.397185634336112e-7
3.022764802431549e-6,-5.879907856256618e-7
3.7315102412397577e-6,-6.82619769934922e-7
5.622084643959208e-6,-7.645442381940025e-7
1.4270884493221975e-5,1.0460826847336156e-7
9.775841185362746e-5,6.2894016964857875e-6
9.77703750864355e-5,6.283967791463662e-6
1.427144933459747e-5,1.0453690828444474e-7
5.6234533254480995e-6,-7.648042551793759e-7
3.7312583431917644e-6,-6.82505186994347e-7
3.0219470159129243e-6,-5.877601694108435e-7
2.721796857367651e-6,-5.396753136787053e-7
2.6367117598982866e-6,-5.254717478207381e-7
2.7221497391205496e-6,-5.397884338593541e-7
3.0221261356710126e-6,-5.878092237504269e-7
3.73114067032769e-6,-6.825942207345798e-7
5.622291164252263e-6,-7.645953969695691e-7
1.4271643837598415e-5,1.0382429193429247e-7
9.77525788880087e-5,6.293204300731269e-6
9.775507421896056e-5,6.2899986989341326e-6
1.427470073643057e-5,1.0282406631896036e-7
5.6244989703811525e-6,-7.651743130011098e-7
3.7322796534429784e-6,-6.82870668797372e-7
3.0228848112794603e-6,-5.880345454507439e-7
2.7221416533471793e-6,-5.398030245660351e-7
2.637601444852467e-6,-5.257415215984907e-7
2.722298139365767e-6,-5.398248954341075e-7
3.0223364795725974e-6,-5.879115910264326e-7
3.731305794571829e-6,-6.825861827294225e-7
5.623114555767823e-6,-7.64888560480831e-7
1.4266318908687844e-5,1.0541852373403392e-7
9.775406116528098e-5,6.292056966012609e-6
9.775626606619301e-5,6.289652517641408e-6
1.427181207000125e-5,1.0412398761261432e-7
5.622572679674347e-6,-7.646000326191806e-7
3.7316568661936896e-6,-6.826257684664546e-7
3.021701335615204e-6,-5.876846916086668e-7
2.721937292376759e-6,-5.397291986442053e-7
2.6369750440726966e-6,-5.255218096199537e-7
2.721844846890597e-6,-5.397077371536345e-7
3.0219767968740416e-6,-5.87761368737289e-7
3.732045101664371e-6,-6.82785482156536e-7
5.623014416263495e-6,-7.648471330968468e-7
1.4273831004637909e-5,1.0346460579437056e-7
9.777037508634746e-5,6.283967791480792e-6
9.77585251980698e-5,6.2886611537816975e-6
1.4271888090057385e-5,1.0378152092013152e-7
5.624676907021401e-6,-7.652521342969582e-7
3.7315850980133153e-6,-6.826592098541345e-7
3.0225891813760904e-6,-5.879791898817655e-7
2.7222851502663875e-6,-5.398219232556145e-7
2.6372618526795087e-6,-5.256471715138879e-7
2.721960090666057e-6,-5.397377642159598e-7
3.0225952097969085e-6,-5.87960387988455e-7
3.7314050581696047e-6,-6.826463522164369e-7
5.621973909046649e-6,-7.644479759894149e-7
1.427144933457275e-5,1.0453690828195108e-7
9.775507421889724e-5,6.289998698966442e-6
9.774703570768293e-5,6.294219726042812e-6
1.4270685706134056e-5,1.0410500717863633e-7
5.62209548996169e-6,-7.645024363981453e-7
3.7316293686980896e-6,-6.827058878554424e-7
3.0226250579230493e-6,-5.879475089735431e-7
2.722415777283403e-6,-5.398672729486909e-7
2.6373782844122534e-6,-5.256474160187166e-7
2.722758245680794e-6,-5.399483253776738e-7
3.0230083013118962e-6,-5.880737691871989e-7
3.7319262977523505e-6,-6.827848051288747e-7
5.623453325431186e-6,-7.648042551893506e-7
1.427470073642103e-5,1.0282406633544024e-7
9.775626606613099e-5,6.289652517646829e-6
