number_of_electrodes,thickness_skin,thickness_fat,thickness_bone,thickness_muscle,cond_muscle,cond_bone,cond_fat,cond_skin,perm_muscle,perm_bone,perm_fat,perm_skin
16,0.0014270844360955738,0.01394656169890294,0.02067700669578708,0.025707913112664328,0.516,0.02,0.0435,0.01375,1867.994,150.0,47.9,1080.083
