re,im
0.0001861169611121257,5.281397819619036e-7
0.0001861136804266303,5.299176968856945e-7
3.686136288743127e-5,4.277901243616858e-6
1.045506058004221e-5,8.535717206505176e-7
5.197341588520027e-6,-3.353471531336756e-7
3.962150145346392e-6,-6.267406460684459e-7
3.6192124889041378e-6,-6.881073935118259e-7
3.5418388744474713e-6,-6.978962103080296e-7
3.618795371570409e-6,-6.87903975759999e-7
3.962378504926986e-6,-6.267715674651824e-7
5.197057680657313e-6,-3.3497122449953343e-7
1.0455947973141535e-5,8.537449792873388e-7
3.6863673159699684e-5,4.276714002762402e-6
0.00018611199753475758,5.306624363086033e-7
0.0001861204029233489,5.28874700260213e-7
3.68588289961743e-5,4.279767018886167e-6
1.0453913763478623e-5,8.540896811492279e-7
5.197191776249582e-6,-3.352821133593281e-7
3.961882450029741e-6,-6.266337892772353e-7
3.6194655276807017e-6,-6.882088394372706e-7
3.5420527414453673e-6,-6.979197959709662e-7
3.6201813946067692e-6,-6.884654679118179e-7
3.961852897999213e-6,-6.265726092927627e-7
5.196687316849115e-6,-3.3489610974505625e-7
1.045575741642421e-5,8.535949884518317e-7
3.686341895489534e-5,4.277130121690346e-6
0.00018611925595377922,5.265870092207876e-7
0.0001861212796267454,5.280670763738258e-7
3.6860338787716735e-5,4.278780681451046e-6
1.045354113448499e-5,8.541828335024634e-7
5.196257455555419e-6,-3.349250821858222e-7
3.9610836440749815e-6,-6.263076327967226e-7
3.6184396783223334e-6,-6.877477995784198e-7
3.5420351983150074e-6,-6.979314238228593e-7
3.6186820104452348e-6,-6.878885262222995e-7
3.960466900027656e-6,-6.260754643618548e-7
5.196724262675071e-6,-3.3491657855638096e-7
1.045597616786977e-5,8.53766959829725e-7
3.686690590400826e-5,4.275815870182376e-6
0.0001861136804266468,5.299176968854777e-7
0.0001861248425928841,5.258335913382352e-7
3.68571821285843e-5,4.280440429389526e-6
1.0453386778892012e-5,8.543416937147746e-7
5.196950616127979e-6,-3.3511814991646176e-7
3.961552134282981e-6,-6.264276914828056e-7
3.6195324761298733e-6,-6.882108546919872e-7
3.5417271615672055e-6,-6.978562292385762e-7
3.6182474100199258e-6,-6.878199222191787e-7
3.961201996004367e-6,-6.264104359715496e-7
5.196657811712933e-6,-3.349472833134772e-7
1.0455229917597907e-5,8.539433926616109e-7
3.686136288743474e-5,4.277901243617509e-6
0.00018612040292335257,5.288747002617309e-7
0.00018611882155764124,5.284494803015766e-7
3.686185086982296e-5,4.2782963064220275e-6
1.0456331981493995e-5,8.532231376568843e-7
5.198497674044648e-6,-3.356501405975699e-7
3.9627694053019896e-6,-6.268550571642776e-7
3.619290737606794e-6,-6.880761835924114e-7
3.5413135639375364e-6,-6.976974777342295e-7
3.6188721629548583e-6,-6.879963495925404e-7
3.960994700490496e-6,-6.263090647155422e-7
5.195758478288362e-6,-3.345916881891675e-7
1.0455060580047198e-5,8.535717206509513e-7
3.685882899617343e-5,4.2797670188844325e-6
0.00018612127962674453,5.280670763809815e-7
0.0001861330327555949,5.226045434591087e-7
3.6860699023359266e-5,4.279606606440688e-6
1.0455354213477486e-5,8.537410024957864e-7
5.198165270817309e-6,-3.3546724506009623e-7
3.961930104143035e-6,-6.265417273154487e-7
3.6188975165803074e-6,-6.879495404283568e-7
3.542089541359178e-6,-6.979445474129646e-7
3.6188982041873968e-6,-6.88001305063253e-7
3.960315832461864e-6,-6.260306748568506e-7
5.197341588524581e-6,-3.3534715313020616e-7
1.0453913763477322e-5,8.540896811516131e-7
3.686033878771413e-5,4.278780681458852e-6
0.00018612484259289842,5.258335913404036e-7
0.00018612197175846236,5.276809859789278e-7
3.6861662546596374e-5,4.278544954053158e-6
1.0456096933807385e-5,8.533983157372593e-7
5.197740415270515e-6,-3.3536244468642187e-7
3.962047011689613e-6,-6.26628583706235e-7
3.6199526827792976e-6,-6.883356108372887e-7
3.5423521184338447e-6,-6.980787937845793e-7
3.6182858948175228e-6,-6.877824417761674e-7
3.9621501453487775e-6,-6.267406460703975e-7
5.1971917762465465e-6,-3.352821133630144e-7
1.0453541134478701e-5,8.54182833504415e-7
3.685718212858603e-5,4.2804404293869235e-6
0.00018611882155764514,5.284494803026608e-7
0.00018612899499470276,5.241345842428493e-7
3.686128713774632e-5,4.279045877617939e-6
1.0454740296013745e-5,8.540939938678129e-7
5.197498588297789e-6,-3.351783066040358e-7
3.962255545892756e-6,-6.266347015368694e-7
3.619411565660086e-6,-6.881323949558833e-7
3.540730063365024e-6,-6.974681402073957e-7
3.6192124889112935e-6,-6.881073935057543e-7
3.961882450031042e-6,-6.266337892746332e-7
5.196257455555636e-6,-3.3492508217866646e-7
1.0453386778901553e-5,8.543416937182441e-7
3.6861850869830985e-5,4.278296306425714e-6
0.00018613303275561788,5.226045434591087e-7
0.00018611965235034648,5.282811376609679e-7
3.6861898756977924e-5,4.278378337226486e-6
1.0456867229904476e-5,8.530082716970075e-7
5.198362468277493e-6,-3.3560286293444867e-7
3.96249914384186e-6,-6.26807765894636e-7
3.6180490883340292e-6,-6.876639537935041e-7
3.5418388744537597e-6,-6.978962103062949e-7
3.6194655276809186e-6,-6.882088394379211e-7
3.961083644071078e-6,-6.263076327917352e-7
5.196950616136436e-6,-3.3511814991646176e-7
1.0456331981497898e-5,8.532231376579685e-7
3.686069902336404e-5,4.279606606438953e-6
0.00018612197175847125,5.276809859863004e-7
0.00018613094939055972,5.233989293035399e-7
3.6861069711511315e-5,4.27916946510714e-6
1.0453950227378231e-5,8.542897548182316e-7
5.19796687726724e-6,-3.35496900130813e-7
3.96056991586939e-6,-6.260315630265967e-7
3.6187953715736618e-6,-6.879039757552285e-7
3.5420527414445e-6,-6.979197959681473e-7
3.6184396783166956e-6,-6.877477995708304e-7
3.961552134284065e-6,-6.264276914784688e-7
5.198497674045082e-6,-3.356501405923657e-7
1.0455354213478353e-5,8.537410024973043e-7
3.686166254660136e-5,4.2785449540594465e-6
0.00018612899499471556,5.241345842402472e-7
