re,im
4.786498048043892e-6,-4.23825367123435e-7
1.0051039425856313e-5,2.5259823933140163e-7
3.537091905574715e-5,2.467007761835366e-6
0.0001791562002889037,5.881202056071209e-7
0.00017915637404130463,5.88143915808241e-7
3.537256085274845e-5,2.4663981522561867e-6
1.0051846633251857e-5,2.5249131018162223e-7
4.786753981793346e-6,-4.2385331438339266e-7
3.4088969055154524e-6,-5.464257164596205e-7
2.968921066574901e-6,-5.527167750009158e-7
2.859469641015768e-6,-5.491127771516287e-7
2.968868930190282e-6,-5.526847993691381e-7
3.4091106278985595e-6,-5.465154646353085e-7
4.786210967875661e-6,-4.2370554332498214e-7
1.0050472171111834e-5,2.5285939248931126e-7
3.537176755115433e-5,2.466893591546908e-6
0.0001791586554002755,5.871652273713081e-7
0.00017915360138231074,5.891306616579838e-7
3.5372572166137914e-5,2.466428670449194e-6
1.005133538214617e-5,2.52593152976887e-7
4.786103476879522e-6,-4.236342954111634e-7
3.409109387370046e-6,-5.46515174444694e-7
2.969402924189908e-6,-5.528843238704426e-7
2.8595655058431292e-6,-5.491182229154772e-7
2.9694850482856264e-6,-5.528968866554563e-7
3.4095311519429655e-6,-5.466465887781023e-7
4.786548808239852e-6,-4.238338642110172e-7
1.0050972817382802e-5,2.5269453581824516e-7
3.5371139983100385e-5,2.4670327499652037e-6
0.0001791561816091578,5.883285826716392e-7
0.0001791559694318428,5.875047399024613e-7
3.537208988945231e-5,2.46643006308867e-6
1.0051395135937061e-5,2.5261456370337734e-7
4.786580089914151e-6,-4.2377939412307185e-7
3.4095975332787236e-6,-5.466569956784871e-7
2.9693482399830926e-6,-5.528125592386621e-7
2.8598929336653978e-6,-5.492141084920826e-7
2.969542787699571e-6,-5.528852586693389e-7
3.4095108790818847e-6,-5.466293433733452e-7
4.786410750962436e-6,-4.2375923865463176e-7
1.005074901437716e-5,2.527193670898327e-7
3.5370527326413284e-5,2.4672695155812142e-6
0.00017915637404123026,5.881439158338282e-7
0.0001791499755670941,5.905596643350237e-7
3.537277199312967e-5,2.4663886844906394e-6
1.0051526889476563e-5,2.525635732250446e-7
4.78681776365248e-6,-4.23912763793631e-7
3.409471012813612e-6,-5.466106093334182e-7
2.969587435821576e-6,-5.52926231107238e-7
2.859893737809909e-6,-5.492255744259707e-7
2.969564145057727e-6,-5.529182542179066e-7
3.4094387409743313e-6,-5.466116606948901e-7
4.786801320350465e-6,-4.2391727502854963e-7
1.0051382269964885e-5,2.525335457356521e-7
3.537256085271896e-5,2.4663981522594393e-6
0.00017915360138224742,5.891306616872573e-7
0.00017915936593078299,5.865492354677725e-7
3.53719404989428e-5,2.466779845844598e-6
1.0050642444573831e-5,2.527790079302761e-7
4.78627021381758e-6,-4.23700133326578e-7
3.409286174147104e-6,-5.465480865758307e-7
2.969219097479544e-6,-5.527741604237184e-7
2.8596278394826813e-6,-5.491158414918599e-7
2.9691473117962434e-6,-5.527389301575314e-7
3.4094373892782324e-6,-5.465731394652812e-7
4.786740839162699e-6,-4.238084712101641e-7
1.0051846633227137e-5,2.5249131018118855e-7
3.537257216610799e-5,2.4664286704598193e-6
0.00017915596943175478,5.875047399284822e-7
