number_of_electrodes,thickness_skin,thickness_fat,thickness_bone,thickness_muscle,cond_muscle,cond_bone,cond_fat,cond_skin,perm_muscle,perm_bone,perm_fat,perm_skin
16,0.0015642091493390008,0.020777989583364784,0.018671270029890503,0.044750671189866004,0.516,0.02,0.0435,0.01375,1867.994,150.0,47.9,1080.083
