re,im
5.819864167970696e-6,-2.0318495096626962e-7
1.6420755769972276e-5,3.6346455780315434e-6
0.00012036623372393409,1.8267327519861038e-5
0.00012036841565924252,1.825928753921213e-5
1.6424716858361643e-5,3.633812511288567e-6
5.8195356433666905e-6,-2.0227419355992905e-7
3.837993210611653e-6,-5.976314474854128e-7
3.151778518787479e-6,-5.855454917544096e-7
2.8712100426288995e-6,-5.591945226538636e-7
2.7936235105514157e-6,-5.504249718285472e-7
2.8722013104567033e-6,-5.596102904095908e-7
3.1521042953572623e-6,-5.856436071467394e-7
3.839614459094556e-6,-5.983555522288096e-7
5.8222051523401566e-6,-2.0399765289199137e-7
1.642086629838487e-5,3.6347435687460444e-6
0.00012037421005368573,1.8258444972111404e-5
0.00012036760099234456,1.8257148224432116e-5
1.6426586934769173e-5,3.6318201073945715e-6
5.823643118420567e-6,-2.0424518568378132e-7
3.839616243736434e-6,-5.981183864361625e-7
3.1527966890714573e-6,-5.858948764611224e-7
2.8719239378502664e-6,-5.59347173838742e-7
2.7941400025292915e-6,-5.506870403681596e-7
2.8707415437696174e-6,-5.589062892651011e-7
3.1525173778464838e-6,-5.858381593435748e-7
3.8379136668498844e-6,-5.976409535950709e-7
5.817563761274834e-6,-2.019911532263538e-7
1.6419849627379458e-5,3.635598588547532e-6
0.00012037635213431449,1.825664196929101e-5
0.00012036450880428297,1.8263407290048392e-5
1.6423064200158646e-5,3.633583177446286e-6
5.821287942751278e-6,-2.0331757477945987e-7
3.838287385675735e-6,-5.97752912343116e-7
3.1527234482392214e-6,-5.858221294719173e-7
2.8723190807831804e-6,-5.595925443146327e-7
2.7927828178603894e-6,-5.500608348312994e-7
2.8717433286178356e-6,-5.593916161863305e-7
3.1524059232908297e-6,-5.858140253286927e-7
3.8382603087131015e-6,-5.978234486954826e-7
5.821967904695016e-6,-2.0353838412812998e-7
1.6427658896972204e-5,3.631560942015527e-6
0.00012036841565924512,1.8259287539228392e-5
0.00012036714750421102,1.8263328787455945e-5
1.6420770284912957e-5,3.634804410787085e-6
5.8186824898440355e-6,-2.025751102416925e-7
3.838341313345357e-6,-5.977452845319729e-7
3.153303287810544e-6,-5.861175267022484e-7
2.870652595003513e-6,-5.588498509416853e-7
2.793478885412728e-6,-5.504447777781793e-7
2.871287735994963e-6,-5.592027206564702e-7
3.15251806988796e-6,-5.858394574826883e-7
3.839053858608818e-6,-5.978523871939985e-7
5.822696302116605e-6,-2.03551214443716e-7
1.6424716858364245e-5,3.633812511293988e-6
0.00012036760099233654,1.825714822444079e-5
0.00012037551082165325,1.8257424241935674e-5
1.6419329970294083e-5,3.6350874314562687e-6
5.821188053025013e-6,-2.0348156249392658e-7
3.84041085202012e-6,-5.984839541077827e-7
3.1517255644909325e-6,-5.853392018191888e-7
2.871376364589444e-6,-5.592527355547262e-7
2.7929258126326625e-6,-5.502114593088168e-7
2.871279062229915e-6,-5.592097394901182e-7
3.151891719658899e-6,-5.85513480492279e-7
3.837930303838329e-6,-5.975154541446124e-7
5.8195356433692925e-6,-2.022741935601459e-7
1.6426586934767005e-5,3.631820107393921e-6
0.00012036450880426931,1.8263407290047308e-5
0.00012036834887494048,1.8262975669925503e-5
1.642100158396275e-5,3.6343984944303513e-6
5.823590944540333e-6,-2.0430989299772412e-7
3.837969822952873e-6,-5.972711539321742e-7
3.1522961694704314e-6,-5.858176179000286e-7
2.870988498879408e-6,-5.591658055858605e-7
2.7934122543904136e-6,-5.504845428210003e-7
2.871031332608376e-6,-5.591366984644165e-7
3.1518982902324112e-6,-5.856822552648654e-7
3.837993210619025e-6,-5.976314474793413e-7
5.82364311842512e-6,-2.0424518567922767e-7
1.6423064200157562e-5,3.633583177444985e-6
0.00012036714750421665,1.8263328787461366e-5
0.00012036175875344401,1.8264844728448906e-5
1.6426054485374486e-5,3.630722896773384e-6
5.822531866043123e-6,-2.0283064384595158e-7
3.8386023014297995e-6,-5.976704452882297e-7
3.1517504343163156e-6,-5.855007384049458e-7
2.8712632359996146e-6,-5.591972003420129e-7
2.792672184173065e-6,-5.500792143117456e-7
2.8706560592233095e-6,-5.589854630827767e-7
3.1517785187926833e-6,-5.85545491752458e-7
3.839616243737952e-6,-5.981183864357288e-7
5.821287942745857e-6,-2.0331757478574825e-7
1.642077028491079e-5,3.6348044107862177e-6
0.0001203755108216552,1.825742424194218e-5
0.00012035104793633143,1.826685036117109e-5
1.6432945004730536e-5,3.629823002124352e-6
5.8236031452651386e-6,-2.038016146839721e-7
3.839178246834666e-6,-5.978522859581385e-7
3.1531044086049054e-6,-5.859603494937169e-7
2.8712741063985966e-6,-5.591136684696216e-7
2.793078585922341e-6,-5.502734820182677e-7
2.871210042636055e-6,-5.591945226473584e-7
3.152796689074276e-6,-5.858948764559183e-7
3.8382873856729165e-6,-5.977529123442002e-7
5.818682489847288e-6,-2.0257511023843988e-7
1.6419329970300588e-5,3.6350874314621234e-6
0.00012036834887494395,1.826297566992854e-5
0.00012037270614865788,1.825211882718579e-5
1.6425065503294445e-5,3.6314929733110776e-6
5.823529098420528e-6,-2.0398568986745337e-7
3.8405000416710106e-6,-5.982662059024653e-7
3.152741458237662e-6,-5.856826288607678e-7
2.8715777978297573e-6,-5.592198096759059e-7
2.7936235105583546e-6,-5.50424971823343e-7
2.871923937853736e-6,-5.593471738352725e-7
3.152723448238571e-6,-5.858221294751699e-7
3.838341313346224e-6,-5.977452845306718e-7
5.82118805303e-6,-2.0348156248893925e-7
1.6421001583962315e-5,3.634398494431869e-6
0.00012036175875344596,1.8264844728458664e-5
0.0001203439740312185,1.8276189130476484e-5
1.6422700082939848e-5,3.633012217819486e-6
5.823522217611671e-6,-2.0442544085112757e-7
3.839113339117444e-6,-5.979984744860015e-7
3.152943073498173e-6,-5.860443504429255e-7
2.8722013104608233e-6,-5.596102904091571e-7
2.7941400025295084e-6,-5.506870403690269e-7
2.8723190807777594e-6,-5.5959254432374e-7
3.1533032878098936e-6,-5.86117526705501e-7
3.840410852022072e-6,-5.984839541062648e-7
5.823590944538598e-6,-2.043098930029283e-7
1.6426054485372968e-5,3.630722896773818e-6
0.00012035104793633013,1.8266850361169356e-5
0.00012037494995622297,1.8259958226741297e-5
1.641981464944181e-5,3.6348484443876356e-6
5.818357100082026e-6,-2.0236008413648116e-7
3.837518101786324e-6,-5.975482606243674e-7
3.1521042953661527e-6,-5.856436071419689e-7
2.8707415437748216e-6,-5.589062892603306e-7
2.7927828178603894e-6,-5.500608348360699e-7
2.8706525950080667e-6,-5.58849850940818e-7
3.1517255644963535e-6,-5.853392018137678e-7
3.837969822955041e-6,-5.972711539319574e-7
5.822531866046593e-6,-2.0283064384096425e-7
1.643294500473509e-5,3.629823002124135e-6
0.00012037270614866373,1.8252118827190343e-5
