number_of_electrodes,thickness_skin,thickness_fat,thickness_bone,thickness_muscle,cond_muscle,cond_bone,cond_fat,cond_skin,perm_muscle,perm_bone,perm_fat,perm_skin
16,0.002369102497019395,0.02633750815662452,0.014981812007425401,0.029923306270133884,0.516,0.02,0.0435,0.01375,1867.994,150.0,47.9,1080.083
